"iso3c","day","deaths","cases"
"GRD",2020-10-20,0,27
"GTM",2020-10-20,3546,102219
"GIN",2020-10-20,70,11538
"GNB",2020-10-20,41,2403
"GUY",2020-10-20,114,3796
"HTI",2020-10-20,232,8925
"VAT",2020-10-20,0,27
"HND",2020-10-20,2582,90232
"HUN",2020-10-20,1211,48757
"ISL",2020-10-20,17,4193
"IND",2020-10-20,115915,7651107
"IDN",2020-10-20,12734,368842
"IRN",2020-10-20,31034,539670
"IRQ",2020-10-20,10366,434598
"IRL",2020-10-20,1879,52256
"ISR",2020-10-20,2298,306397
"ITA",2020-10-20,36736,434449
"JAM",2020-10-20,174,8374
"JPN",2020-10-20,1680,93895
"JOR",2020-10-20,414,40972
"KAZ",2020-10-20,2156,145603
"KEN",2020-10-20,842,45647
"KIR",2020-10-20,0,0
"KOR",2020-10-20,450,25424
"XXK",2020-10-20,657,17139
"KWT",2020-10-20,714,117718
"KGZ",2020-10-20,1556,52910
"LAO",2020-10-20,0,23
"LVA",2020-10-20,47,3609
"LBN",2020-10-20,531,64336
"LSO",2020-10-20,43,1918
"LBR",2020-10-20,82,1384
"LBY",2020-10-20,749,50906
"LIE",2020-10-20,1,235
"LTU",2020-10-20,105,7921
"LUX",2020-10-20,138,11241
"MDG",2020-10-20,238,16810
"MWI",2020-10-20,182,5861
"MYS",2020-10-20,193,22225
"MDV",2020-10-20,37,11271
"MLI",2020-10-20,132,3411
"MLT",2020-10-20,46,4871
"MHL",2020-10-20,0,0
"MRT",2020-10-20,163,7634
"MUS",2020-10-20,10,419
"MEX",2020-10-20,86893,860714
"FSM",2020-10-20,0,0
"MDA",2020-10-20,1617,67958
"MCO",2020-10-20,5,271
"MNG",2020-10-20,0,327
"MNE",2020-10-20,247,15892
"MAR",2020-10-20,3027,179003
"MOZ",2020-10-20,78,11190
"NAM",2020-10-20,132,12367
"NPL",2020-10-20,765,139129
"NLD",2020-10-20,6853,244391
"NZL",2020-10-20,25,1912
"NIC",2020-10-20,155,5434
"NER",2020-10-20,69,1212
"NGA",2020-10-20,1125,61630
"MKD",2020-10-20,850,24196
"NOR",2020-10-20,278,16772
"OMN",2020-10-20,1122,111033
"PAK",2020-10-20,6692,324744
"PAN",2020-10-20,2585,125739
"PNG",2020-10-20,8,581
"PRY",2020-10-20,1231,56073
"PER",2020-10-20,33820,870876
"PHL",2020-10-20,6692,360775
"POL",2020-10-20,3721,192539
"PRT",2020-10-20,2213,103736
"QAT",2020-10-20,224,129944
"ROU",2020-10-20,5996,186254
"RUS",2020-10-20,24473,1422775
"RWA",2020-10-20,34,4996
"KNA",2020-10-20,0,19
"LCA",2020-10-20,0,36
"VCT",2020-10-20,0,68
"WSM",2020-10-20,0,0
"SMR",2020-10-20,42,766
"STP",2020-10-20,15,933
"SAU",2020-10-20,5217,342968
"SEN",2020-10-20,320,15459
"SRB",2020-10-20,783,36608
"SYC",2020-10-20,0,149
"SLE",2020-10-20,73,2336
"SGP",2020-10-20,28,57921
"SVK",2020-10-20,99,31400
"SVN",2020-10-20,192,14473
"SLB",2020-10-20,0,3
"SOM",2020-10-20,102,3890
"ZAF",2020-10-20,18656,706304
"SSD",2020-10-20,55,2847
"ESP",2020-10-20,36130,988322
"LKA",2020-10-20,13,5811
"SDN",2020-10-20,836,13724
"SUR",2020-10-20,109,5144
"SWE",2020-10-20,6164,106380
"CHE",2020-10-20,2145,86167
"SYR",2020-10-20,254,5180
"TWN",2020-10-20,7,543
"TJK",2020-10-20,80,10574
"TZA",2020-10-20,21,509
"THA",2020-10-20,59,3709
"TLS",2020-10-20,0,29
"TGO",2020-10-20,51,2104
"TTO",2020-10-20,98,5333
"TUN",2020-10-20,711,44450
"TUR",2020-10-20,9445,351413
"USA",2020-10-20,221825,8295660
"UGA",2020-10-20,97,10788
"UKR",2020-10-20,5948,317967
"ARE",2020-10-20,470,117594
"GBR",2020-10-20,43967,762542
"URY",2020-10-20,52,2623
"UZB",2020-10-20,534,63831
"VUT",2020-10-20,0,0
"VEN",2020-10-20,753,87644
"VNM",2020-10-20,36,1141
"PSE",2020-10-20,421,48129
"YEM",2020-10-20,597,2057
"ZMB",2020-10-20,346,15982
"ZWE",2020-10-20,233,8187
"AUS",2020-10-20,906,27443
"CAN",2020-10-20,9909,206349
"CHN",2020-10-20,4739,91022
"AFG",2020-10-21,1503,40510
"ALB",2020-10-21,462,17948
"DZA",2020-10-21,1880,55081
"AND",2020-10-21,63,3811
"AGO",2020-10-21,258,8338
"ATG",2020-10-21,3,122
"ARG",2020-10-21,27519,1037325
"ARM",2020-10-21,1121,68530
"AUT",2020-10-21,927,69409
"AZE",2020-10-21,642,46593
"BHS",2020-10-21,127,6051
"BHR",2020-10-21,308,78907
"BGD",2020-10-21,5723,393131
"BRB",2020-10-21,7,222
"BLR",2020-10-21,941,89642
"BEL",2020-10-21,10656,253386
"BLZ",2020-10-21,46,2937
"BEN",2020-10-21,41,2557
"BTN",2020-10-21,0,332
"BOL",2020-10-21,8558,140228
"BIH",2020-10-21,1031,36315
"BWA",2020-10-21,21,5609
"BRA",2020-10-21,155403,5298772
"BRN",2020-10-21,3,147
"BGR",2020-10-21,1048,33335
"BFA",2020-10-21,65,2406
"MMR",2020-10-21,972,39696
"BDI",2020-10-21,1,550
"CPV",2020-10-21,90,8033
"KHM",2020-10-21,0,286
"CMR",2020-10-21,425,21570
"CAF",2020-10-21,62,4858
"TCD",2020-10-21,96,1404
"CHL",2020-10-21,13719,495637
"COL",2020-10-21,29464,981700
"COM",2020-10-21,7,504
"COG",2020-10-21,123,5156
"COD",2020-10-21,303,11066
"CRI",2020-10-21,1236,99425
"CIV",2020-10-21,121,20363
"HRV",2020-10-21,393,28287
"CUB",2020-10-21,128,6368
"CYP",2020-10-21,27,2966
"CZE",2020-10-21,1753,208915
"DNK",2020-10-21,696,37003
"DJI",2020-10-21,61,5512
"DMA",2020-10-21,0,33
"DOM",2020-10-21,2206,122398
"ECU",2020-10-21,12453,155625
"EGY",2020-10-21,6155,105883
"SLV",2020-10-21,933,32120
"GNQ",2020-10-21,83,5074
"ERI",2020-10-21,0,452
"EST",2020-10-21,77,4171
"SWZ",2020-10-21,116,5805
"ETH",2020-10-21,1384,91118
"FJI",2020-10-21,2,33
"FIN",2020-10-21,360,14071
"FRA",2020-10-21,34117,967717
"GAB",2020-10-21,54,8901
"GMB",2020-10-21,118,3657
"GEO",2020-10-21,172,21208
"DEU",2020-10-21,9943,397922
"GHA",2020-10-21,312,47461
"GRC",2020-10-21,534,27334
"GRD",2020-10-21,0,27
"GTM",2020-10-21,3567,102415
"GIN",2020-10-21,70,11599
"GNB",2020-10-21,41,2403
"GUY",2020-10-21,116,3850
"HTI",2020-10-21,232,8976
"VAT",2020-10-21,0,27
"HND",2020-10-21,2596,91078
"HUN",2020-10-21,1259,50180
"ISL",2020-10-21,17,4230
"IND",2020-10-21,116617,7706946
"IDN",2020-10-21,12857,373109
"IRN",2020-10-21,31346,545286
"IRQ",2020-10-21,10418,438265
"IRL",2020-10-21,1882,53422
"ISR",2020-10-21,2323,307569
"ITA",2020-10-21,36863,449648
"JAM",2020-10-21,174,8445
"JPN",2020-10-21,1687,94515
"JOR",2020-10-21,443,43620
"KAZ",2020-10-21,2185,145966
"KEN",2020-10-21,858,46144
"KIR",2020-10-21,0,0
"KOR",2020-10-21,453,25543
"XXK",2020-10-21,657,17263
"KWT",2020-10-21,721,118531
"KGZ",2020-10-21,1561,53459
"LAO",2020-10-21,0,24
"LVA",2020-10-21,47,3797
"LBN",2020-10-21,536,65577
"LSO",2020-10-21,43,1918
"LBR",2020-10-21,82,1385
"LBY",2020-10-21,768,51625
"LIE",2020-10-21,1,252
"LTU",2020-10-21,108,8234
"LUX",2020-10-21,140,11671
"MDG",2020-10-21,238,16810
"MWI",2020-10-21,183,5864
"MYS",2020-10-21,199,22957
"MDV",2020-10-21,37,11316
"MLI",2020-10-21,132,3428
"MLT",2020-10-21,46,5026
"MHL",2020-10-21,0,0
"MRT",2020-10-21,163,7638
"MUS",2020-10-21,10,419
"MEX",2020-10-21,87415,867559
"FSM",2020-10-21,0,0
"MDA",2020-10-21,1630,68791
"MCO",2020-10-21,5,273
"MNG",2020-10-21,0,328
"MNE",2020-10-21,250,16069
"MAR",2020-10-21,3079,182580
"MOZ",2020-10-21,79,11331
"NAM",2020-10-21,133,12406
"NPL",2020-10-21,791,144872
"NLD",2020-10-21,6912,253134
"NZL",2020-10-21,25,1914
"NIC",2020-10-21,155,5434
"NER",2020-10-21,69,1214
"NGA",2020-10-21,1125,61667
"MKD",2020-10-21,862,24836
"NOR",2020-10-21,279,16964
"OMN",2020-10-21,1137,111484
"PAK",2020-10-21,6702,325480
"PAN",2020-10-21,2597,126435
"PNG",2020-10-21,8,581
"PRY",2020-10-21,1250,56819
"PER",2020-10-21,33875,874118
"PHL",2020-10-21,6749,362243
"POL",2020-10-21,3851,202579
"PRT",2020-10-21,2229,106271
"QAT",2020-10-21,225,130210
"ROU",2020-10-21,6065,191102
"RUS",2020-10-21,24786,1438219
"RWA",2020-10-21,34,5012
"KNA",2020-10-21,0,19
"LCA",2020-10-21,0,38
"VCT",2020-10-21,0,68
"WSM",2020-10-21,0,0
"SMR",2020-10-21,42,774
"STP",2020-10-21,15,935
"SAU",2020-10-21,5235,343373
"SEN",2020-10-21,321,15484
"SRB",2020-10-21,783,37120
"SYC",2020-10-21,0,151
"SLE",2020-10-21,73,2337
"SGP",2020-10-21,28,57933
"SVK",2020-10-21,99,33602
"SVN",2020-10-21,200,15982
"SLB",2020-10-21,0,3
"SOM",2020-10-21,102,3890
"ZAF",2020-10-21,18741,708359
"SSD",2020-10-21,55,2870
"ESP",2020-10-21,36286,1005295
"LKA",2020-10-21,13,5978
"SDN",2020-10-21,836,13728
"SUR",2020-10-21,109,5150
"SWE",2020-10-21,6175,107355
"CHE",2020-10-21,2145,91763
"SYR",2020-10-21,257,5224
"TWN",2020-10-21,7,544
"TJK",2020-10-21,80,10613
"TZA",2020-10-21,21,509
"THA",2020-10-21,59,3719
"TLS",2020-10-21,0,29
"TGO",2020-10-21,51,2120
"TTO",2020-10-21,101,5392
"TUN",2020-10-21,740,45892
"TUR",2020-10-21,9513,353426
"USA",2020-10-21,222945,8358961
"UGA",2020-10-21,98,10933
"UKR",2020-10-21,6093,324942
"ARE",2020-10-21,472,119132
"GBR",2020-10-21,44158,789229
"URY",2020-10-21,53,2663
"UZB",2020-10-21,534,64010
"VUT",2020-10-21,0,0
"VEN",2020-10-21,759,88035
"VNM",2020-10-21,36,1144
"PSE",2020-10-21,427,48628
"YEM",2020-10-21,597,2057
"ZMB",2020-10-21,346,16000
"ZWE",2020-10-21,236,8215
"AUS",2020-10-21,906,27458
"CAN",2020-10-21,9946,209036
"CHN",2020-10-21,4739,91044
"AFG",2020-10-22,1507,40626
"ALB",2020-10-22,465,18250
"DZA",2020-10-22,1888,55357
"AND",2020-10-22,63,3811
"AGO",2020-10-22,263,8582
"ATG",2020-10-22,3,122
"ARG",2020-10-22,27957,1053650
"ARM",2020-10-22,1131,70836
"AUT",2020-10-22,943,71844
"AZE",2020-10-22,648,47418
"BHS",2020-10-22,130,6135
"BHR",2020-10-22,308,79211
"BGD",2020-10-22,5747,394827
"BRB",2020-10-22,7,224
"BLR",2020-10-22,945,90380
"BEL",2020-10-22,10705,270132
"BLZ",2020-10-22,46,2995
"BEN",2020-10-22,41,2557
"BTN",2020-10-22,0,336
"BOL",2020-10-22,8584,140445
"BIH",2020-10-22,1051,37314
"BWA",2020-10-22,21,5923
"BRA",2020-10-22,155900,5323630
"BRN",2020-10-22,3,148
"BGR",2020-10-22,1064,34930
"BFA",2020-10-22,65,2414
"MMR",2020-10-22,1005,41008
"BDI",2020-10-22,1,551
"CPV",2020-10-22,91,8122
"KHM",2020-10-22,0,286
"CMR",2020-10-22,425,21570
"CAF",2020-10-22,62,4862
"TCD",2020-10-22,96,1410
"CHL",2020-10-22,13792,497131
"COL",2020-10-22,29637,990373
"COM",2020-10-22,7,517
"COG",2020-10-22,123,5156
"COD",2020-10-22,304,11097
"CRI",2020-10-22,1251,100616
"CIV",2020-10-22,121,20390
"HRV",2020-10-22,406,29850
"CUB",2020-10-22,129,6421
"CYP",2020-10-22,27,3154
"CZE",2020-10-22,1859,223065
"DNK",2020-10-22,700,37763
"DJI",2020-10-22,61,5522
"DMA",2020-10-22,0,33
"DOM",2020-10-22,2212,122873
"ECU",2020-10-22,12500,156451
"EGY",2020-10-22,6166,106060
"SLV",2020-10-22,936,32262
"GNQ",2020-10-22,83,5074
"ERI",2020-10-22,0,457
"EST",2020-10-22,77,4247
"SWZ",2020-10-22,116,5814
"ETH",2020-10-22,1396,91693
"FJI",2020-10-22,2,33
"FIN",2020-10-22,360,14255
"FRA",2020-10-22,34271,1008483
"GAB",2020-10-22,54,8901
"GMB",2020-10-22,119,3659
"GEO",2020-10-22,178,22803
"DEU",2020-10-22,9992,403874
"GHA",2020-10-22,312,47538
"GRC",2020-10-22,549,28216
"GRD",2020-10-22,0,27
"GTM",2020-10-22,3580,103172
"GIN",2020-10-22,71,11635
"GNB",2020-10-22,41,2403
"GUY",2020-10-22,117,3877
"HTI",2020-10-22,232,8979
"VAT",2020-10-22,0,27
"HND",2020-10-22,2604,91509
"HUN",2020-10-22,1305,52212
"ISL",2020-10-22,17,4268
"IND",2020-10-22,117307,7761312
"IDN",2020-10-22,12959,377541
"IRN",2020-10-22,31650,550757
"IRQ",2020-10-22,10465,442164
"IRL",2020-10-22,1885,54476
"ISR",2020-10-22,2352,308601
"ITA",2020-10-22,36999,465726
"JAM",2020-10-22,179,8600
"JPN",2020-10-22,1698,95134
"JOR",2020-10-22,481,46441
"KAZ",2020-10-22,2187,146288
"KEN",2020-10-22,870,47212
"KIR",2020-10-22,0,0
"KOR",2020-10-22,455,25698
"XXK",2020-10-22,657,17422
"KWT",2020-10-22,730,119420
"KGZ",2020-10-22,1565,54006
"LAO",2020-10-22,0,24
"LVA",2020-10-22,49,3958
"LBN",2020-10-22,552,67027
"LSO",2020-10-22,43,1923
"LBR",2020-10-22,82,1385
"LBY",2020-10-22,771,52620
"LIE",2020-10-22,1,282
"LTU",2020-10-22,112,8661
"LUX",2020-10-22,142,12333
"MDG",2020-10-22,238,16810
"MWI",2020-10-22,183,5874
"MYS",2020-10-22,204,23804
"MDV",2020-10-22,37,11358
"MLI",2020-10-22,132,3440
"MLT",2020-10-22,49,5137
"MHL",2020-10-22,0,0
"MRT",2020-10-22,163,7650
"MUS",2020-10-22,10,425
"MEX",2020-10-22,87415,874171
"FSM",2020-10-22,0,0
"MDA",2020-10-22,1641,69568
"MCO",2020-10-22,5,281
"MNG",2020-10-22,0,328
"MNE",2020-10-22,253,16259
"MAR",2020-10-22,3132,186731
"MOZ",2020-10-22,81,11559
"NAM",2020-10-22,133,12460
"NPL",2020-10-22,812,148509
"NLD",2020-10-22,6958,262405
"NZL",2020-10-22,25,1923
"NIC",2020-10-22,155,5434
"NER",2020-10-22,69,1215
"NGA",2020-10-22,1127,61805
"MKD",2020-10-22,874,25473
"NOR",2020-10-22,279,17234
"OMN",2020-10-22,1147,111837
"PAK",2020-10-22,6715,326216
"PAN",2020-10-22,2612,127227
"PNG",2020-10-22,8,583
"PRY",2020-10-22,1262,57526
"PER",2020-10-22,33984,879876
"PHL",2020-10-22,6785,363888
"POL",2020-10-22,4019,214686
"PRT",2020-10-22,2245,109541
"QAT",2020-10-22,228,130462
"ROU",2020-10-22,6163,196004
"RUS",2020-10-22,25072,1453923
"RWA",2020-10-22,34,5017
"KNA",2020-10-22,0,19
"LCA",2020-10-22,0,42
"VCT",2020-10-22,0,68
"WSM",2020-10-22,0,0
"SMR",2020-10-22,42,802
"STP",2020-10-22,15,935
"SAU",2020-10-22,5250,343774
"SEN",2020-10-22,321,15508
"SRB",2020-10-22,786,37536
"SYC",2020-10-22,0,151
"SLE",2020-10-22,73,2340
"SGP",2020-10-22,28,57941
"SVK",2020-10-22,116,35330
"SVN",2020-10-22,211,17646
"SLB",2020-10-22,0,4
"SOM",2020-10-22,103,3897
"ZAF",2020-10-22,18843,710515
"SSD",2020-10-22,55,2872
"ESP",2020-10-22,36441,1026281
"LKA",2020-10-22,14,6287
"SDN",2020-10-22,836,13728
"SUR",2020-10-22,109,5154
"SWE",2020-10-22,6176,108969
"CHE",2020-10-22,2152,97019
"SYR",2020-10-22,260,5267
"TWN",2020-10-22,7,548
"TJK",2020-10-22,81,10653
"TZA",2020-10-22,21,509
"THA",2020-10-22,59,3727
"TLS",2020-10-22,0,29
"TGO",2020-10-22,52,2139
"TTO",2020-10-22,103,5446
"TUN",2020-10-22,740,45892
"TUR",2020-10-22,9584,355528
"USA",2020-10-22,223859,8435271
"UGA",2020-10-22,98,11041
"UKR",2020-10-22,6213,332262
"ARE",2020-10-22,474,120710
"GBR",2020-10-22,44347,810467
"URY",2020-10-22,53,2701
"UZB",2020-10-22,540,64439
"VUT",2020-10-22,0,0
"VEN",2020-10-22,765,88416
"VNM",2020-10-22,36,1148
"PSE",2020-10-22,435,49134
"YEM",2020-10-22,597,2057
"ZMB",2020-10-22,346,16035
"ZWE",2020-10-22,236,8242
"AUS",2020-10-22,906,27476
"CAN",2020-10-22,9977,211617
"CHN",2020-10-22,4739,91073
"AFG",2020-10-23,1509,40687
"ALB",2020-10-23,469,18556
"DZA",2020-10-23,1897,55630
"AND",2020-10-23,69,4038
"AGO",2020-10-23,268,8829
"ATG",2020-10-23,3,122
"ARG",2020-10-23,28338,1069368
"ARM",2020-10-23,1145,73310
"AUT",2020-10-23,956,74415
"AZE",2020-10-23,656,48221
"BHS",2020-10-23,130,6268
"BHR",2020-10-23,311,79574
"BGD",2020-10-23,5761,396413
"BRB",2020-10-23,7,226
"BLR",2020-10-23,945,91167
"BEL",2020-10-23,10775,287700
"BLZ",2020-10-23,46,3050
"BEN",2020-10-23,41,2557
"BTN",2020-10-23,0,336
"BOL",2020-10-23,8608,140612
"BIH",2020-10-23,1065,38493
"BWA",2020-10-23,21,5923
"BRA",2020-10-23,156471,5353656
"BRN",2020-10-23,3,148
"BGR",2020-10-23,1077,36519
"BFA",2020-10-23,65,2433
"MMR",2020-10-23,1038,42365
"BDI",2020-10-23,1,553
"CPV",2020-10-23,94,8198
"KHM",2020-10-23,0,287
"CMR",2020-10-23,425,21570
"CAF",2020-10-23,62,4862
"TCD",2020-10-23,96,1423
"CHL",2020-10-23,13844,498906
"COL",2020-10-23,29802,998942
"COM",2020-10-23,7,517
"COG",2020-10-23,123,5156
"COD",2020-10-23,304,11122
"CRI",2020-10-23,1265,101826
"CIV",2020-10-23,121,20405
"HRV",2020-10-23,413,31717
"CUB",2020-10-23,129,6479
"CYP",2020-10-23,27,3314
"CZE",2020-10-23,1985,238323
"DNK",2020-10-23,703,38622
"DJI",2020-10-23,61,5528
"DMA",2020-10-23,0,37
"DOM",2020-10-23,2212,122873
"ECU",2020-10-23,12528,158270
"EGY",2020-10-23,6176,106230
"SLV",2020-10-23,940,32421
"GNQ",2020-10-23,83,5074
"ERI",2020-10-23,0,461
"EST",2020-10-23,79,4300
"SWZ",2020-10-23,116,5831
"ETH",2020-10-23,1400,92229
"FJI",2020-10-23,2,33
"FIN",2020-10-23,360,14474
"FRA",2020-10-23,34569,1050468
"GAB",2020-10-23,54,8919
"GMB",2020-10-23,119,3659
"GEO",2020-10-23,183,24562
"DEU",2020-10-23,10010,417350
"GHA",2020-10-23,314,47601
"GRC",2020-10-23,559,29057
"GRD",2020-10-23,0,27
"GTM",2020-10-23,3594,103902
"GIN",2020-10-23,71,11635
"GNB",2020-10-23,41,2403
"GUY",2020-10-23,117,3960
"HTI",2020-10-23,232,8979
"VAT",2020-10-23,0,27
"HND",2020-10-23,2604,91509
"HUN",2020-10-23,1352,54278
"ISL",2020-10-23,17,4308
"IND",2020-10-23,117957,7814682
"IDN",2020-10-23,13077,381910
"IRN",2020-10-23,31985,556891
"IRQ",2020-10-23,10513,445949
"IRL",2020-10-23,1892,55261
"ISR",2020-10-23,2378,309450
"ITA",2020-10-23,37090,484869
"JAM",2020-10-23,182,8638
"JPN",2020-10-23,1707,95868
"JOR",2020-10-23,508,48930
"KAZ",2020-10-23,2188,146653
"KEN",2020-10-23,884,47843
"KIR",2020-10-23,0,0
"KOR",2020-10-23,457,25775
"XXK",2020-10-23,659,17591
"KWT",2020-10-23,740,120232
"KGZ",2020-10-23,1569,54588
"LAO",2020-10-23,0,24
"LVA",2020-10-23,50,4208
"LBN",2020-10-23,559,68479
"LSO",2020-10-23,43,1934
"LBR",2020-10-23,82,1393
"LBY",2020-10-23,777,53384
"LIE",2020-10-23,1,324
"LTU",2020-10-23,115,9106
"LUX",2020-10-23,143,12851
"MDG",2020-10-23,238,16810
"MWI",2020-10-23,183,5885
"MYS",2020-10-23,214,24514
"MDV",2020-10-23,37,11391
"MLI",2020-10-23,132,3444
"MLT",2020-10-23,49,5258
"MHL",2020-10-23,0,0
"MRT",2020-10-23,163,7662
"MUS",2020-10-23,10,435
"MEX",2020-10-23,88312,880775
"FSM",2020-10-23,0,0
"MDA",2020-10-23,1654,70256
"MCO",2020-10-23,5,295
"MNG",2020-10-23,0,328
"MNE",2020-10-23,255,16436
"MAR",2020-10-23,3205,190416
"MOZ",2020-10-23,82,11748
"NAM",2020-10-23,133,12501
"NPL",2020-10-23,829,153008
"NLD",2020-10-23,7003,272401
"NZL",2020-10-23,25,1934
"NIC",2020-10-23,155,5434
"NER",2020-10-23,69,1215
"NGA",2020-10-23,1129,61882
"MKD",2020-10-23,883,25991
"NOR",2020-10-23,279,17532
"OMN",2020-10-23,1147,111837
"PAK",2020-10-23,6727,327063
"PAN",2020-10-23,2622,127866
"PNG",2020-10-23,8,583
"PRY",2020-10-23,1278,58259
"PER",2020-10-23,33984,879876
"PHL",2020-10-23,6917,365799
"POL",2020-10-23,4172,228318
"PRT",2020-10-23,2276,112440
"QAT",2020-10-23,229,130711
"ROU",2020-10-23,6245,201032
"RUS",2020-10-23,25353,1471000
"RWA",2020-10-23,34,5052
"KNA",2020-10-23,0,19
"LCA",2020-10-23,0,48
"VCT",2020-10-23,0,73
"WSM",2020-10-23,0,0
"SMR",2020-10-23,42,819
"STP",2020-10-23,15,938
"SAU",2020-10-23,5264,344157
"SEN",2020-10-23,321,15525
"SRB",2020-10-23,789,38115
"SYC",2020-10-23,0,153
"SLE",2020-10-23,74,2343
"SGP",2020-10-23,28,57951
"SVK",2020-10-23,135,37911
"SVN",2020-10-23,214,19307
"SLB",2020-10-23,0,4
"SOM",2020-10-23,103,3897
"ZAF",2020-10-23,18891,712412
"SSD",2020-10-23,56,2876
"ESP",2020-10-23,36672,1046132
"LKA",2020-10-23,14,7153
"SDN",2020-10-23,836,13733
"SUR",2020-10-23,109,5155
"SWE",2020-10-23,6179,110594
"CHE",2020-10-23,2173,103653
"SYR",2020-10-23,264,5319
"TWN",2020-10-23,7,548
"TJK",2020-10-23,81,10695
"TZA",2020-10-23,21,509
"THA",2020-10-23,59,3731
"TLS",2020-10-23,0,29
"TGO",2020-10-23,52,2162
"TTO",2020-10-23,104,5487
"TUN",2020-10-23,784,47214
"TUR",2020-10-23,9658,357693
"USA",2020-10-23,224824,8517204
"UGA",2020-10-23,99,11163
"UKR",2020-10-23,6336,340042
"ARE",2020-10-23,475,122273
"GBR",2020-10-23,44571,830998
"URY",2020-10-23,53,2759
"UZB",2020-10-23,542,64724
"VUT",2020-10-23,0,0
"VEN",2020-10-23,770,88718
"VNM",2020-10-23,36,1148
"PSE",2020-10-23,439,49579
"YEM",2020-10-23,599,2060
"ZMB",2020-10-23,346,16095
"ZWE",2020-10-23,236,8257
"AUS",2020-10-23,906,27495
"CAN",2020-10-23,10004,214519
"CHN",2020-10-23,4739,91108
"AFG",2020-10-24,1513,40768
"ALB",2020-10-24,473,18858
"DZA",2020-10-24,1907,55880
"AND",2020-10-24,69,4038
"AGO",2020-10-24,270,9026
"ATG",2020-10-24,3,124
"ARG",2020-10-24,28613,1081336
"ARM",2020-10-24,1157,75523
"AUT",2020-10-24,967,78029
"AZE",2020-10-24,664,49013
"BHS",2020-10-24,130,6268
"BHR",2020-10-24,312,79975
"BGD",2020-10-24,5780,397507
"BRB",2020-10-24,7,227
"BLR",2020-10-24,953,91978
"BEL",2020-10-24,10854,305409
"BLZ",2020-10-24,48,3106
"BEN",2020-10-24,41,2557
"BTN",2020-10-24,0,340
"BOL",2020-10-24,8627,140779
"BIH",2020-10-24,1075,39758
"BWA",2020-10-24,21,5923
"BRA",2020-10-24,156903,5380635
"BRN",2020-10-24,3,148
"BGR",2020-10-24,1084,37562
"BFA",2020-10-24,65,2444
"MMR",2020-10-24,1066,43788
"BDI",2020-10-24,1,555
"CPV",2020-10-24,94,8322
"KHM",2020-10-24,0,287
"CMR",2020-10-24,425,21570
"CAF",2020-10-24,62,4862
"TCD",2020-10-24,96,1434
"CHL",2020-10-24,13892,500542
"COL",2020-10-24,30000,1007711
"COM",2020-10-24,7,517
"COG",2020-10-24,123,5253
"COD",2020-10-24,305,11143
"CRI",2020-10-24,1282,103088
"CIV",2020-10-24,121,20429
"HRV",2020-10-24,429,33959
"CUB",2020-10-24,129,6534
"CYP",2020-10-24,27,3444
"CZE",2020-10-24,2091,250797
"DNK",2020-10-24,706,39411
"DJI",2020-10-24,61,5530
"DMA",2020-10-24,0,38
"DOM",2020-10-24,2220,124018
"ECU",2020-10-24,12542,159614
"EGY",2020-10-24,6187,106397
"SLV",2020-10-24,944,32585
"GNQ",2020-10-24,83,5079
"ERI",2020-10-24,0,461
"EST",2020-10-24,79,4351
"SWZ",2020-10-24,116,5847
"ETH",2020-10-24,1419,92858
"FJI",2020-10-24,2,33
"FIN",2020-10-24,360,14652
"FRA",2020-10-24,34705,1095708
"GAB",2020-10-24,54,8919
"GMB",2020-10-24,119,3659
"GEO",2020-10-24,193,26503
"DEU",2020-10-24,10067,427808
"GHA",2020-10-24,316,47690
"GRC",2020-10-24,564,29992
"GRD",2020-10-24,0,28
"GTM",2020-10-24,3609,104632
"GIN",2020-10-24,71,11635
"GNB",2020-10-24,41,2403
"GUY",2020-10-24,117,3994
"HTI",2020-10-24,232,8999
"VAT",2020-10-24,0,27
"HND",2020-10-24,2617,92724
"HUN",2020-10-24,1390,56098
"ISL",2020-10-24,17,4394
"IND",2020-10-24,118535,7864811
"IDN",2020-10-24,13205,385980
"IRN",2020-10-24,32320,562705
"IRQ",2020-10-24,10568,449153
"IRL",2020-10-24,1896,56108
"ISR",2020-10-24,2405,309696
"ITA",2020-10-24,37241,504509
"JAM",2020-10-24,186,8670
"JPN",2020-10-24,1711,96599
"JOR",2020-10-24,540,50750
"KAZ",2020-10-24,2190,146982
"KEN",2020-10-24,896,48790
"KIR",2020-10-24,0,0
"KOR",2020-10-24,457,25836
"XXK",2020-10-24,661,17757
"KWT",2020-10-24,744,120927
"KGZ",2020-10-24,1573,55144
"LAO",2020-10-24,0,24
"LVA",2020-10-24,54,4467
"LBN",2020-10-24,562,69906
"LSO",2020-10-24,43,1940
"LBR",2020-10-24,82,1393
"LBY",2020-10-24,793,54374
"LIE",2020-10-24,1,340
"LTU",2020-10-24,116,9586
"LUX",2020-10-24,143,12851
"MDG",2020-10-24,244,16968
"MWI",2020-10-24,183,5887
"MYS",2020-10-24,221,25742
"MDV",2020-10-24,37,11421
"MLI",2020-10-24,132,3472
"MLT",2020-10-24,50,5373
"MHL",2020-10-24,0,0
"MRT",2020-10-24,163,7663
"MUS",2020-10-24,10,435
"MEX",2020-10-24,88743,886800
"FSM",2020-10-24,0,0
"MDA",2020-10-24,1669,71089
"MCO",2020-10-24,5,296
"MNG",2020-10-24,0,338
"MNE",2020-10-24,263,16629
